id,term,translation,alt_translation,comments
3524,Айвазовський,Айвазовский,"",Прізвище
3525,Акаєв,Акаев,"",Прізвище
3526,Акаєва,Акаева,"",Прізвище
3527,Аксентійчук,Аксентийчук,"",Прізвище
3528,Акунін,Акунин,"",Прізвище
3529,Акімов,Акимов,"",Прізвище
3530,Акімова,Акимова,"",Прізвище
3531,Алексійчук,Алексейчук,"",Прізвище
3532,Алимов,Алымов,"",Прізвище
3533,Алимова,Алымова,"",Прізвище
3534,Алксніс,Алкснис,"",Прізвище
3535,Алізаде,Ализаде,"",Прізвище
3536,Алімов,Алимов,"",Прізвище
3537,Алімова,Алимова,"",Прізвище
3538,Алістратов,Алистратов,"",Прізвище
3539,Аматі,Амати,"",Прізвище
3540,Анатичук,Анатычук,"",Прізвище
3541,Андраші,Андраши,"",Прізвище
3542,Андрейків,Андрейкив,"",Прізвище
3543,Андреєв,Андреев,"",Прізвище
3544,Андреєва,Андреева,"",Прізвище
3545,Андрухів,Андрухив,"",Прізвище
3546,Андріанов,Андрианов,"",Прізвище
3547,Андріанова,Андрианова,"",Прізвище
3548,Андрійчак,Андрийчак,"",Прізвище
3549,Андрійченко,Андрейченко,"",Прізвище
3550,Андрійчук,Андрийчук,"",Прізвище
3551,Андріюк,Андриюк,"",Прізвище
3552,Анненський,Анненский,"",Прізвище
3553,Анпілов,Анпилов,"",Прізвище
3554,Анпілова,Анпилова,"",Прізвище
3555,Ансіп,Ансип,"",Прізвище
3556,Антонич,Антоныч,"",Прізвище
3557,Антонів,Антонов,"",Прізвище
3558,Анісимов,Анисимов,"",Прізвище
3559,Анісимова,Анисимова,"",Прізвище
3560,Аніщенко,Анищенко,"",Прізвище
3561,Аполлінер,Аполлинер,"",Прізвище
3562,Аполінер,Аполинер,"",Прізвище
3563,Апраксін,Апраксин,"",Прізвище
3564,Аракчеєв,Аракчеев,"",Прізвище
3565,Аракчеєва,Аракчеева,"",Прізвище
3566,Арбенін,Арбенин,"",Прізвище
3567,Аргезі,Аргези,"",Прізвище
3568,Аретіно,Аретино,"",Прізвище
3569,Арсентьєв,Арсентьев,"",Прізвище
3570,Арсентьєва,Арсентьева,"",Прізвище
3571,Арсеньєв,Арсеньев,"",Прізвище
3572,Арсеньєва,Арсеньева,"",Прізвище
3573,Артемовська,Артемовска,"",Прізвище
3574,Артемовський,Артемовский,"",Прізвище
3575,Артоболевський,Артоболевский,"",Прізвище
3576,Арцибашева,Арцыбашева,"",Прізвище
3577,Аріосто,Ариосто,"",Прізвище
3578,Асквіт,Асквит,"",Прізвище
3579,Атамбаєв,Атамбаев,"",Прізвище
3580,Атамбаєва,Атамбаева,"",Прізвище
3581,Аткінсон,Аткинсон,"",Прізвище
3582,Ауезов,Ауэзов,"",Прізвище
3583,Афанасьєв,Афанасьев,"",Прізвище
3584,Афанасьєва,Афанасьева,"",Прізвище
3585,Ахмадінеджад,Ахмадинеджад,"",Прізвище
3586,Ахмадінежад,Ахмадинежад,"",Прізвище
3587,Ахметелі,Ахметели,"",Прізвище
3588,Аїлтон,Аилтон,"",Прізвище
3589,Аїстов,Аистов,"",Прізвище
3590,Б'юкенен,Бьюкенен,"",Прізвище
3591,Бабаскін,Бабаскин,"",Прізвище
3592,Бабаєв,Бабаев,"",Прізвище
3593,Бабаєва,Бабаева,"",Прізвище
3594,Бабкін,Бабкин,"",Прізвище
3595,Бабкіна,Бабкина,"",Прізвище
3596,Бабочкін,Бабочкин,"",Прізвище
3597,Бабурін,Бабурин,"",Прізвище
3598,Бабуріна,Бабурина,"",Прізвище
3599,Бабушкін,Бабушкин,"",Прізвище
3600,Бабушкіна,Бабушкина,"",Прізвище
3601,Бабійчук,Бабийчук,"",Прізвище
3602,Багратіон,Багратион,"",Прізвище
3603,Багрицький,Багрицкий,"",Прізвище
3604,Багрова,Багровая,"",Прізвище
3605,Багіров,Багиров,"",Прізвище
3606,Багірова,Багирова,"",Прізвище
3607,Бадоєв,Бадоев,"",Прізвище
3608,Бадоєва,Бадоева,"",Прізвище
3609,Базилевський,Базилевский,"",Прізвище
3610,Байєр,Байер,"",Прізвище
3611,Бакалін,Бакалин,"",Прізвище
3612,Бакатін,Бакатин,"",Прізвище
3613,Бакаєв,Бакаев,"",Прізвище
3614,Бакаєва,Бакаева,"",Прізвище
3615,Бакулін,Бакулин,"",Прізвище
3616,Бакуліна,Бакулина,"",Прізвище
3617,Бакунін,Бакунин,"",Прізвище
3618,Бакштаєв,Бакштаев,"",Прізвище
3619,Бакіров,Бакиров,"",Прізвище
3620,Бакірова,Бакирова,"",Прізвище
3621,Балабуєв,Балабуев,"",Прізвище
3622,Балабуєва,Балабуева,"",Прізвище
3623,Балаклицький,Балаклицкий,"",Прізвище
3624,Балакін,Балакин,"",Прізвище
3625,Балакіна,Балакина,"",Прізвище
3626,Балакірева,Балакирева,"",Прізвище
3627,Барановський,Барановский,"",Прізвище
3628,Барвіненко,Барвиненко,"",Прізвище
3629,Барський,Барский,"",Прізвище
3630,Бартенєв,Бартенев,"",Прізвище
3631,Бартенєва,Бартенева,"",Прізвище
3632,Басаєв,Басаев,"",Прізвище
3633,Басаєва,Басаева,"",Прізвище
3634,Баскервіль,Баскервиль,"",Прізвище
3635,Басова,Басовая,"",Прізвище
3636,Баталова,Баталовая,"",Прізвище
3637,Баторій,Баторий,"",Прізвище
3638,Батурін,Батурин,"",Прізвище
3639,Батуріна,Батурина,"",Прізвище
3640,Бауер,Бауэр,"",Прізвище
3641,Бахарєв,Бахарев,"",Прізвище
3642,Бахарєва,Бахарева,"",Прізвище
3643,Бевін,Бевин,"",Прізвище
3644,Безп'ятчук,Безпятчук,"",Прізвище
3645,Безсонов,Бессонов,"",Прізвище
3646,Безсонова,Бессонова,"",Прізвище
3647,Безугла,Безуглая,"",Прізвище
3648,Безуглий,Безуглый,"",Прізвище
3649,Бейліс,Бейлис,"",Прізвище
3650,Бекешкіна,Бекешкина,"",Прізвище
3651,Беккенбауер,Беккенбауэр,"",Прізвище
3652,Бекхем,Бекхэм,"",Прізвище
3653,Беллінсгаузен,Беллинсгаузен,"",Прізвище
3654,Беляєв,Беляев,"",Прізвище
3655,Беляєва,Беляева,"",Прізвище
3656,Бен-Гуріон,Бен-Гурион,"",Прізвище
3657,Бенкс,Бэнкс,"",Прізвище
3658,Беннігсен,Беннигсен,"",Прізвище
3659,Бердимухамедов,Бердымухамедов,"",Прізвище
3660,Бердимухамедова,Бердымухамедова,"",Прізвище
3661,Бердимухаммедов,Бердымухаммедов,"",Прізвище
3662,Бердимухаммедова,Бердымухаммедова,"",Прізвище
3663,Бердяєв,Бердяев,"",Прізвище
3664,Бердяєва,Бердяева,"",Прізвище
3665,Березинець,Березинец,"",Прізвище
